tweet_id,retweet_count,favorite_count
730573383004487680,2032,4693
730427201120833536,988,3352
730211855403241472,1014,3662
730196704625098752,1796,4656
729854734790754305,1069,3871
729838605770891264,362,1663
729823566028484608,1186,3822
729463711119904772,2208,5555
729113531270991872,304,1807
728986383096946689,779,3025
728760639972315136,1627,4482
728751179681943552,645,2662
728653952833728512,996,3191
728409960103686147,1906,4709
728387165835677696,916,3570
728046963732717569,1150,4119
728035342121635841,1593,4368
728015554473250816,1048,3967
727685679342333952,607,2850
727644517743104000,1665,5627
727524757080539137,1156,4289
727314416056803329,709,3200
727286334147182592,783,2937
727175381690781696,1328,3769
727155742655025152,1263,3484
726935089318363137,2322,6602
726887082820554753,1446,3690
726828223124897792,961,3431
726224900189511680,1093,4253
725842289046749185,2542,6817
725786712245440512,1308,4006
725729321944506368,1690,4998
725458796924002305,583,1359
724983749226668032,1237,3592
724771698126512129,603,2248
724405726123311104,1588,5082
724049859469295616,1698,4170
724046343203856385,531,2560
724004602748780546,1470,4023
723912936180330496,1176,3738
723688335806480385,2787,7350
723673163800948736,846,2916
723179728551723008,1778,5087
722974582966214656,1495,3936
722613351520608256,1560,4790
721503162398597120,1741,4428
721001180231503872,586,2431
720785406564900865,731,2977
720775346191278080,628,2362
720415127506415616,1431,3973
720389942216527872,2385,6110
720340705894408192,931,2754
720059472081784833,1070,3708
720043174954147842,1915,4733
719991154352222208,1660,4648
719704490224398336,1360,4355
719551379208073216,1806,4859
719367763014393856,712,2688
719339463458033665,1177,4278
719332531645071360,903,3305
718971898235854848,1030,3342
718939241951195136,1668,5049
718631497683582976,7634,18113
718613305783398402,456,2343
718540630683709445,965,2347
718460005985447936,500,2588
718454725339934721,1440,4661
718246886998687744,474,1838
718234618122661888,944,3717
717841801130979328,568,2354
717790033953034240,1047,2751
717537687239008257,1757,5570
717428917016076293,427,1555
717421804990701568,798,3036
717047459982213120,1832,6036
717009362452090881,915,3110
716802964044845056,1115,4122
716791146589110272,1510,7907
716730379797970944,411,1188
716447146686459905,5584,12540
716439118184652801,200,2294
716285507865542656,1006,2666
716080869887381504,1819,6519
715928423106027520,841,3070
715758151270801409,1362,3564
715733265223708672,1612,4493
715704790270025728,546,2668
715696743237730304,1233,3760
715680795826982913,1528,4119
715360349751484417,1492,5262
715342466308784130,656,2933
715220193576927233,617,2331
715200624753819648,1777,4958
715009755312439296,1166,3991
714982300363173890,988,3577
714962719905021952,4044,7058
714957620017307648,1349,3992
714631576617938945,945,3149
714606013974974464,880,3498
714485234495041536,1076,2558
714258258790387713,698,2920
714251586676113411,800,3149
714214115368108032,831,2195
714141408463036416,1338,4155
713919462244790272,756,3165
713909862279876608,517,1824
713900603437621249,697,2737
713761197720473600,1303,4667
713411074226274305,1243,4264
713177543487135744,2735,6947
713175907180089344,1409,4279
712809025985978368,6420,18299
712717840512598017,4739,11833
712668654853337088,1156,4008
712438159032893441,1499,5119
712309440758808576,25,228
712097430750289920,988,3627
712092745624633345,851,2836
712085617388212225,465,3149
712065007010385924,595,2173
711998809858043904,123,0
711968124745228288,2203,7736
711743778164514816,950,2733
711732680602345472,3892,8463
711694788429553666,17488,31543
711652651650457602,866,3710
711363825979756544,1082,3496
711306686208872448,709,3174
711008018775851008,584,2882
710997087345876993,1325,4402
710844581445812225,651,2447
710833117892898816,507,2585
710658690886586372,536,2226
710609963652087808,2277,4617
710588934686908417,1778,4363
710296729921429505,704,2290
710283270106132480,498,2080
710272297844797440,1200,4353
710269109699739648,1070,2306
710153181850935296,857,2808
710140971284037632,847,2646
710117014656950272,1884,5245
709918798883774466,1038,3369
709901256215666688,98,641
709852847387627521,1148,3373
709566166965075968,1149,3411
709556954897764353,1023,3158
709519240576036864,227,1441
709449600415961088,542,2126
709409458133323776,650,2539
709225125749587968,544,2322
709207347839836162,5499,11993
709198395643068416,611,2361
709179584944730112,642,1938
709158332880297985,393,1956
709042156699303936,1557,4552
708853462201716736,632,1735
708845821941387268,855,2868
708834316713893888,479,1625
708810915978854401,6593,15849
708738143638450176,780,2660
708711088997666817,684,2437
708479650088034305,646,2447
708469915515297792,783,2989
708400866336894977,9588,15306
708356463048204288,1260,3449
708349470027751425,706,2266
708149363256774660,1487,4139
708130923141795840,819,3256
708119489313951744,936,2583
708109389455101952,533,1882
708026248782585858,1841,4234
707995814724026368,1080,3012
707983188426153984,2,49
707969809498152960,918,2583
707776935007539200,916,3157
707741517457260545,585,2409
707738799544082433,2346,3926
707693576495472641,952,3266
707629649552134146,829,2474
707610948723478529,6057,16332
707420581654872064,664,2173
707411934438625280,571,2219
707387676719185920,1216,3361
707377100785885184,1036,3143
707315916783140866,608,2385
707297311098011648,747,2689
707059547140169728,646,2497
707038192327901184,754,2109
707021089608753152,1292,3942
707014260413456384,572,2230
706904523814649856,7504,14028
706901761596989440,557,1971
706681918348251136,935,3178
706644897839910912,1045,2472
706593038911545345,605,2080
706538006853918722,1370,3352
706516534877929472,985,3008
706346369204748288,887,3327
706310011488698368,7550,20459
706291001778950144,456,1646
706265994973601792,891,2639
706169069255446529,2120,3758
706166467411222528,1529,4964
706153300320784384,368,1427
705975130514706432,696,2988
705970349788291072,854,3065
705898680587526145,527,2290
705786532653883392,495,1860
705591895322394625,1102,3059
705475953783398401,877,2855
705442520700944385,1544,4238
705428427625635840,1598,3666
705239209544720384,723,2892
705223444686888960,764,2496
705102439679201280,494,2065
705066031337840642,588,2110
704871453724954624,1077,4121
704859558691414016,507,2170
704847917308362754,1452,4888
704819833553219584,938,2544
704761120771465216,2787,6383
704499785726889984,961,2800
704491224099647488,75,721
704480331685040129,1027,3268
704364645503647744,3398,7687
704347321748819968,334,1521
704134088924532736,435,1454
704113298707505153,548,1789
704054845121142784,878,2819
703774238772166656,436,1779
703769065844768768,1093,3148
703631701117943808,641,2482
703611486317502464,1460,3702
703425003149250560,1302,3663
703407252292673536,663,2351
703382836347330562,1096,3379
703356393781329922,369,1845
703268521220972544,520,1914
703079050210877440,2953,7114
703041949650034688,11896,25336
702932127499816960,688,2489
702899151802126337,433,1550
702684942141153280,1024,3115
702671118226825216,537,2117
702598099714314240,3294,11793
702539513671897089,918,2781
702332542343577600,1480,3059
702321140488925184,1006,3163
702276748847800320,736,2380
702217446468493312,1286,4613
701981390485725185,942,3325
701952816642965504,982,3706
701889187134500865,1329,3414
701805642395348998,1602,3296
701601587219795968,434,2025
701570477911896070,889,2719
701545186879471618,584,2573
701214700881756160,4867,11755
700890391244103680,542,2140
700864154249383937,598,2507
700847567345688576,479,2373
700796979434098688,895,2349
700747788515020802,8868,21942
700518061187723268,762,2518
700505138482569216,547,2208
700462010979500032,1704,3973
700167517596164096,700,2547
700151421916807169,643,2170
700143752053182464,2595,7236
700062718104104960,655,2549
700029284593901568,561,2008
700002074055016451,1282,3188
699801817392291840,909,2932
699788877217865730,490,2157
699779630832685056,1188,2633
699775878809702401,579,1892
699691744225525762,4398,9912
699446877801091073,2514,5736
699434518667751424,493,2099
699423671849451520,309,1312
699413908797464576,597,2016
699370870310113280,418,1830
699323444782047232,830,3042
699088579889332224,596,2174
699079609774645248,619,2363
699072405256409088,1139,2860
699060279947165696,1720,3603
699036661657767936,1152,2515
698989035503689728,929,3221
698953797952008193,874,2588
698907974262222848,594,2444
698710712454139905,651,2384
698703483621523456,358,1397
698635131305795584,328,1254
698549713696649216,596,2238
698355670425473025,427,1784
698342080612007937,925,2183
698262614669991936,1910,4603
698195409219559425,5709,16150
698178924120031232,709,2720
697995514407682048,324,1467
697990423684476929,1232,3169
697943111201378304,646,2306
697881462549430272,1111,2906
697630435728322560,524,1685
697616773278015490,970,3035
697596423848730625,1207,2898
697575480820686848,481,1968
697516214579523584,1063,1977
697482927769255936,639,2338
697463031882764288,1346,3301
697270446429966336,1807,4538
697259378236399616,959,3181
697255105972801536,1107,2958
697242256848379904,642,2440
696900204696625153,981,3062
696894894812565505,651,2258
696886256886657024,1716,4670
696877980375769088,685,2363
696754882863349760,346,1431
696744641916489729,888,1995
696713835009417216,621,2288
696518437233913856,1647,3780
696490539101908992,138,1172
696488710901260288,983,2425
696405997980676096,1112,3090
696100768806522880,625,1864
695816827381944320,1104,2906
695794761660297217,739,3052
695767669421768709,703,1794
695629776980148225,2004,4403
695446424020918272,1741,4255
695409464418041856,3431,8363
695314793360662529,1391,3495
695095422348574720,588,2551
695074328191332352,1051,2737
695064344191721472,564,1543
695051054296211456,765,2562
694925794720792577,878,2602
694905863685980160,894,2654
694669722378485760,13725,34489
694356675654983680,275,1450
694352839993344000,583,1965
694342028726001664,466,1529
694329668942569472,482,1927
694206574471057408,1953,4009
694183373896572928,889,2839
694001791655137281,978,3284
693993230313091072,384,1812
693942351086120961,351,1689
693647888581312512,560,2595
693644216740769793,119,1307
693642232151285760,397,2457
693629975228977152,761,2358
693622659251335168,356,1476
693590843962331137,1869,4860
693582294167244802,236,1588
693486665285931008,604,1706
693280720173801472,1190,3230
693267061318012928,776,2293
693262851218264065,475,2132
693231807727280129,711,2775
693155686491000832,3070,7599
693109034023534592,581,1644
693095443459342336,435,1797
692919143163629568,728,2591
692905862751522816,839,2346
692901601640583168,576,1697
692894228850999298,760,2185
692828166163931137,855,2772
692752401762250755,3493,6573
692568918515392513,1470,4209
692535307825213440,1301,3043
692530551048294401,395,1772
692423280028966913,213,1422
692417313023332352,3310,9026
692187005137076224,783,2449
692158366030913536,755,2070
692142790915014657,374,1590
692041934689402880,1211,3275
692017291282812928,910,2789
691820333922455552,1581,3822
691793053716221953,4053,7847
691756958957883396,944,2736
691675652215414786,487,1885
691483041324204033,537,2310
691459709405118465,1088,3900
691444869282295808,808,2544
691416866452082688,7310,18637
691321916024623104,632,2488
691096613310316544,846,2867
691090071332753408,320,1665
690989312272396288,2747,5686
690959652130045952,1195,3449
690938899477221376,1865,3944
690932576555528194,975,3165
690735892932222976,1221,3652
690728923253055490,494,2101
690690673629138944,786,2240
690649993829576704,262,1254
690607260360429569,16,287
690597161306841088,580,1880
690400367696297985,431,1821
690374419777196032,807,3134
690360449368465409,841,2568
690348396616552449,492,1450
690248561355657216,394,1624
690021994562220032,982,2704
690015576308211712,701,2399
690005060500217858,1614,3538
689999384604450816,353,1363
689993469801164801,428,1409
689977555533848577,430,1327
689905486972461056,666,2367
689877686181715968,1110,2932
689835978131935233,720,2101
689661964914655233,896,3120
689659372465688576,3678,9992
689623661272240129,618,2150
689599056876867584,5273,11234
689557536375177216,436,1982
689517482558820352,1370,3277
689289219123089408,889,2172
689283819090870273,1055,3146
689280876073582592,676,1915
689275259254616065,235,1102
689255633275777024,1038,2469
689154315265683456,951,2976
689143371370250240,483,1954
688916208532455424,823,2618
688908934925697024,732,2038
688898160958271489,748,2023
688894073864884227,655,2170
688828561667567616,350,1334
688804835492233216,182,931
688789766343622656,633,2144
688547210804498433,667,2498
688519176466644993,701,2242
688385280030670848,4276,8937
688211956440801280,793,2165
688179443353796608,561,2060
688116655151435777,742,2723
688064179421470721,346,1672
687841446767013888,2396,5263
687826841265172480,1077,2654
687818504314159109,914,2398
687807801670897665,686,2297
687732144991551489,638,1695
687704180304273409,806,2351
687664829264453632,489,1872
687494652870668288,553,1833
687480748861947905,229,1547
687476254459715584,511,1914
687460506001633280,521,1989
687399393394311168,590,1829
687317306314240000,8775,19422
687312378585812992,1821,4207
687127927494963200,2167,5228
687124485711986689,486,2112
687109925361856513,2352,5612
687102708889812993,930,2266
687096057537363968,581,2159
686947101016735744,3060,8324
686760001961103360,1330,3393
686749460672679938,1388,3357
686730991906516992,1149,3990
686683045143953408,770,2725
686618349602762752,1304,3565
686606069955735556,523,1822
686394059078897668,660,1678
686386521809772549,846,3146
686377065986265092,544,2137
686358356425093120,634,2096
686286779679375361,1605,3873
686050296934563840,699,2144
686035780142297088,111,1106
686034024800862208,1094,2962
686007916130873345,392,2391
686003207160610816,594,1765
685973236358713344,496,2020
685943807276412928,564,1569
685906723014619143,2737,7210
685681090388975616,116,1969
685667379192414208,541,2274
685663452032069632,1394,3102
685641971164143616,736,2813
685547936038666240,14889,31680
685532292383666176,1106,2926
685325112850124800,3787,9082
685321586178670592,602,2549
685315239903100929,1001,3168
685307451701334016,419,2005
685268753634967552,1144,2982
685198997565345792,641,2248
685169283572338688,1368,3965
684969860808454144,354,2295
684959798585110529,2992,6564
684940049151070208,995,3087
684926975086034944,446,3361
684914660081053696,1391,3372
684902183876321280,506,1795
684880619965411328,770,2006
684830982659280897,20728,33721
684800227459624960,955,2626
684594889858887680,3347,8562
684588130326986752,1350,3957
684567543613382656,1158,2896
684538444857667585,909,2549
684481074559381504,1124,3736
684460069371654144,537,1905
684241637099323392,3126,7815
684225744407494656,196,1193
684222868335505415,1305,3690
684200372118904832,997,2072
684195085588783105,486,1837
684188786104872960,1110,3368
684177701129875456,631,1947
684147889187209216,1457,2882
684122891630342144,449,1932
684097758874210310,1374,3961
683857920510050305,1073,3672
683852578183077888,331,1874
683849932751646720,912,2520
683834909291606017,1074,2531
683828599284170753,1011,2700
683773439333797890,1287,3225
683742671509258241,3169,6222
683515932363329536,2762,7066
683498322573824003,922,3057
683481228088049664,955,2569
683462770029932544,645,2335
683449695444799489,1539,3734
683391852557561860,2293,7350
683357973142474752,874,2786
683142553609318400,992,2759
683111407806746624,872,3273
683098815881154561,625,2093
683078886620553216,544,1927
683030066213818368,713,2087
682962037429899265,15670,35332
682808988178739200,160,1713
682788441537560576,1061,2390
682750546109968385,418,1461
682697186228989953,348,1265
682662431982772225,1032,2937
682638830361513985,565,1988
682429480204398592,1101,3313
682406705142087680,1675,7280
682393905736888321,637,2156
682389078323662849,447,1604
682303737705140231,931,2951
682259524040966145,1138,3985
682242692827447297,1092,3104
682088079302213632,9382,17520
682059653698686977,1598,4744
682047327939461121,894,3068
682032003584274432,1894,6330
682003177596559360,1448,2997
681981167097122816,987,2700
681891461017812993,779,2379
681694085539872773,3866,12319
681679526984871937,419,1697
681654059175129088,868,2524
681610798867845120,443,1823
681579835668455424,1240,3405
681523177663676416,5481,13726
681340665377193984,261,1580
681339448655802368,3896,8942
681320187870711809,706,2541
681302363064414209,1731,3773
681297372102656000,907,3092
681281657291280384,1048,3108
681261549936340994,253,1403
681242418453299201,502,1429
681231109724700672,464,2319
681193455364796417,1404,3556
680970795137544192,622,2321
680959110691590145,1911,4411
680940246314430465,993,3071
680934982542561280,415,2013
680913438424612864,590,2319
680889648562991104,351,1698
680836378243002368,1257,3319
680805554198020098,637,2071
680801747103793152,780,2289
680798457301471234,988,2736
680609293079592961,664,2523
680583894916304897,1264,3485
680497766108381184,1819,4078
680494726643068929,463,1659
680473011644985345,718,2446
680440374763077632,477,1401
680221482581123072,281,1421
680206703334408192,1108,2719
680191257256136705,477,2074
680176173301628928,1471,3740
680161097740095489,701,2236
680145970311643136,1662,3462
680130881361686529,897,2206
680115823365742593,864,2616
680100725817409536,1309,3451
680085611152338944,8569,12310
680070545539371008,818,2489
679877062409191424,619,1897
679872969355714560,637,2114
679862121895714818,588,2364
679854723806179328,1165,2743
679844490799091713,721,2277
679828447187857408,13330,34702
679777920601223168,1043,2991
679736210798047232,752,2008
679729593985699840,789,2077
679722016581222400,447,1599
679530280114372609,1976,4575
679527802031484928,687,2533
679511351870550016,1200,3229
679503373272485890,1394,3038
679475951516934144,611,2007
679462823135686656,17821,30156
679405845277462528,1140,2269
679158373988876288,7627,20347
679148763231985668,972,2674
679132435750195208,1101,2852
679111216690831360,2453,5694
679062614270468097,7641,16209
679047485189439488,626,2152
679001094530465792,1161,2723
678991772295516161,1095,2179
678969228704284672,432,1566
678800283649069056,853,2459
678798276842360832,1095,3308
678774928607469569,857,2688
678767140346941444,1286,3372
678764513869611008,442,1556
678755239630127104,3098,6765
678740035362037760,1570,3583
678708137298427904,2299,5341
678675843183484930,1383,2725
678643457146150913,381,1963
678446151570427904,1450,3821
678424312106393600,2408,5219
678410210315247616,1703,4006
678399652199309312,30092,76505
678396796259975168,395,1519
678389028614488064,400,1775
678380236862578688,850,2315
678341075375947776,505,1646
678334497360859136,234,1235
678278586130948096,5773,10904
678255464182861824,348,1512
678023323247357953,355,1818
678021115718029313,5951,12948
677961670166224897,1596,3256
677918531514703872,383,1272
677895101218201600,1954,4589
677716515794329600,921,2899
677700003327029250,1361,3225
677698403548192770,302,1173
677687604918272002,796,2376
677673981332312066,1415,3168
677662372920729601,892,1851
677644091929329666,762,1769
677573743309385728,657,2033
677565715327688705,433,1241
677557565589463040,1088,2328
677547928504967168,3468,6585
677530072887205888,216,1013
677335745548390400,1650,2886
677334615166730240,269,1280
677331501395156992,222,1036
677328882937298944,1423,3474
677314812125323265,503,1569
677301033169788928,381,1167
677269281705472000,667,1874
677228873407442944,1546,3374
677187300187611136,858,2588
676975532580409345,1006,2632
676957860086095872,765,2124
676949632774234114,372,1244
676948236477857792,808,2048
676946864479084545,343,1643
676942428000112642,701,1965
676936541936185344,4669,12095
676916996760600576,1711,2817
676897532954456065,685,2134
676864501615042560,659,1983
676821958043033607,14573,21684
676819651066732545,624,1730
676811746707918848,404,1359
676776431406465024,1906,4740
676617503762681856,897,2731
676613908052996102,186,1029
676606785097199616,407,1806
676603393314578432,360,1100
676593408224403456,2016,4329
676590572941893632,115,874
676588346097852417,735,2187
676582956622721024,256,1128
676575501977128964,1051,2434
676533798876651520,519,1778
676496375194980353,501,1446
676470639084101634,4396,11025
676440007570247681,619,1633
676430933382295552,317,1325
676263575653122048,507,1980
676237365392908289,265,1143
676219687039057920,29141,72485
676215927814406144,540,1643
676191832485810177,969,2144
676146341966438401,625,1818
676121918416756736,1092,2049
676101918813499392,1097,2679
676098748976615425,1318,2821
676089483918516224,409,1239
675898130735476737,530,1525
675891555769696257,801,2010
675888385639251968,888,2245
675878199931371520,1313,3946
675870721063669760,528,1542
675853064436391936,1197,2539
675849018447167488,133,898
675845657354215424,818,2139
675822767435051008,505,1438
675820929667219457,223,987
675798442703122432,3206,9688
675781562965868544,437,1529
675740360753160193,317,1110
675710890956750848,763,1772
675707330206547968,639,1869
675706639471788032,87,614
675534494439489536,382,1741
675531475945709568,356,1117
675522403582218240,266,979
675517828909424640,436,1220
675501075957489664,5473,16203
675497103322386432,1206,2957
675489971617296384,556,1215
675483430902214656,905,1737
675432746517426176,533,1427
675372240448454658,487,1592
675362609739206656,211,995
675354435921575936,15631,30624
675349384339542016,2116,3703
675334060156301312,1202,2599
675166823650848770,1469,3327
675153376133427200,2392,5869
675149409102012420,1581,3499
675147105808306176,215,884
675146535592706048,272,1111
675145476954566656,834,2009
675135153782571009,440,1222
675113801096802304,729,1826
675111688094527488,232,900
675109292475830276,1049,2637
675047298674663426,297,990
675015141583413248,1099,2536
675006312288268288,208,918
675003128568291329,429,1465
674999807681908736,1023,2103
674805413498527744,333,803
674800520222154752,793,2825
674793399141146624,1009,2347
674790488185167872,231,1034
674788554665512960,194,759
674781762103414784,1108,1885
674774481756377088,435,1035
674767892831932416,725,1702
674764817387900928,217,744
674754018082705410,405,1277
674752233200820224,425,1367
674743008475090944,502,1308
674742531037511680,48,450
674739953134403584,357,1023
674737130913071104,81,607
674690135443775488,438,1072
674670581682434048,601,1512
674664755118911488,224,858
674646392044941312,451,1347
674644256330530816,254,973
674638615994089473,543,1580
674632714662858753,533,1406
674606911342424069,92,876
674468880899788800,1883,5847
674447403907457024,333,999
674436901579923456,360,1037
674422304705744896,498,1343
674416750885273600,126,649
674410619106390016,425,1132
674394782723014656,525,1411
674372068062928900,294,800
674330906434379776,70,533
674318007229923329,479,1323
674307341513269249,6409,10638
674291837063053312,5413,13741
674271431610523648,678,1457
674269164442398721,213,856
674265582246694913,779,1523
674262580978937856,417,1234
674255168825880576,499,1364
674082852460433408,151,716
674075285688614912,261,933
674063288070742018,2014,5969
674053186244734976,1195,3090
674051556661161984,455,1360
674045139690631169,595,1320
674042553264685056,116,675
674038233588723717,394,1032
674036086168010753,189,804
674024893172875264,1135,1665
674019345211760640,283,1061
674014384960745472,591,1461
674008982932058114,327,1125
673956914389192708,884,1826
673919437611909120,342,1099
673906403526995968,1521,2967
673887867907739649,236,881
673716320723169284,698,2896
673715861853720576,1903,3297
673711475735838725,276,976
673709992831262724,246,789
673708611235921920,262,1001
673707060090052608,359,1036
673705679337693185,379,1181
673700254269775872,527,1342
673697980713705472,1800,3691
673689733134946305,597,1628
673688752737402881,456,1180
673686845050527744,401,1345
673680198160809984,431,1280
673662677122719744,342,1174
673656262056419329,217,677
673636718965334016,334,1029
673612854080196609,668,1500
673583129559498752,332,1117
673580926094458881,254,777
673576835670777856,518,1289
673363615379013632,281,966
673359818736984064,617,1353
673355879178194945,528,1408
673352124999274496,498,1562
673350198937153538,195,712
673345638550134785,1165,2339
673343217010679808,247,908
673342308415348736,525,1190
673320132811366400,7224,12517
673317986296586240,229,823
673295268553605120,2910,7008
673270968295534593,333,1000
673240798075449344,654,1334
673213039743795200,772,2076
673148804208660480,577,1580
672997845381865473,657,1843
672995267319328768,268,881
672988786805112832,267,914
672984142909456390,506,1178
672980819271634944,934,1702
672975131468300288,828,1563
672970152493887488,328,882
672968025906282496,497,1239
672964561327235073,589,1324
672902681409806336,456,1281
672898206762672129,390,841
672884426393653248,776,1434
672877615439593473,325,959
672834301050937345,528,1218
672828477930868736,450,1163
672640509974827008,289,915
672622327801233409,443,1201
672614745925664768,534,1138
672609152938721280,357,1029
672604026190569472,364,1030
672594978741354496,564,1239
672591762242805761,305,886
672591271085670400,174,670
672538107540070400,334,948
672523490734551040,151,583
672488522314567680,399,1038
672482722825261057,547,1046
672481316919734272,120,672
672475084225949696,647,1350
672466075045466113,483,1259
672272411274932228,3092,5990
672267570918129665,564,1379
672264251789176834,307,1053
672256522047614977,1409,2628
672254177670729728,683,1333
672248013293752320,552,1612
672245253877968896,143,630
672239279297454080,297,838
672231046314901505,927,1698
672222792075620352,193,732
672205392827572224,1052,2094
672169685991993344,336,950
672160042234327040,328,819
672139350159835138,639,1619
672125275208069120,1049,2217
672095186491711488,339,927
672082170312290304,338,881
672068090318987265,468,1198
671896809300709376,3849,7928
671891728106971137,518,1221
671882082306625538,1278,3251
671879137494245376,608,1310
671874878652489728,506,1170
671866342182637568,449,1048
671855973984772097,398,837
671789708968640512,3179,6592
671768281401958400,454,1115
671763349865160704,828,1552
671744970634719232,708,1263
671743150407421952,218,700
671735591348891648,692,1341
671729906628341761,3985,7909
671561002136281088,6646,11913
671550332464455680,192,845
671547767500775424,538,1255
671544874165002241,956,1827
671542985629241344,518,1016
671538301157904385,352,867
671536543010570240,371,1097
671533943490011136,533,946
671528761649688577,235,783
671520732782923777,488,1299
671518598289059840,272,882
671511350426865664,644,1478
671504605491109889,3291,6497
671497587707535361,416,861
671488513339211776,440,933
671486386088865792,181,536
671485057807351808,213,712
671390180817915904,687,1337
671362598324076544,270,1033
671357843010908160,144,372
671355857343524864,111,452
671347597085433856,388,881
671186162933985280,190,676
671182547775299584,308,1031
671166507850801152,313,811
671163268581498880,1013,1526
671159727754231808,74,334
671154572044468225,202,660
671151324042559489,139,618
671147085991960577,200,618
671141549288370177,601,1072
671138694582165504,370,858
671134062904504320,174,689
671122204919246848,2304,3228
671115716440031232,714,1269
671109016219725825,399,1066
670995969505435648,265,1025
670842764863651840,7967,22973
670840546554966016,177,544
670838202509447168,637,1030
670833812859932673,113,404
670832455012716544,196,676
670826280409919488,3715,5117
670823764196741120,170,716
670822709593571328,88,562
670815497391357952,1405,2936
670811965569282048,245,1047
670807719151067136,449,1082
670804601705242624,875,1826
670803562457407488,83,319
670797304698376195,212,688
670792680469889025,250,776
670789397210615808,219,612
670786190031921152,183,557
670783437142401025,351,773
670782429121134593,703,1431
670780561024270336,266,737
670778058496974848,67,311
670764103623966721,388,1008
670755717859713024,96,404
670733412878163972,470,895
670727704916926465,328,775
670717338665226240,441,1101
670704688707301377,341,726
670691627984359425,221,549
670679630144274432,257,698
670676092097810432,37,227
670668383499735048,4566,9919
670474236058800128,677,1409
670468609693655041,80,335
670465786746662913,502,906
670452855871037440,188,513
670449342516494336,596,1121
670444955656130560,1818,6289
670442337873600512,185,601
670435821946826752,473,986
670434127938719744,590,1322
670433248821026816,103,309
670428280563085312,565,1294
670427002554466305,146,487
670421925039075328,578,1218
670420569653809152,287,574
670417414769758208,300,533
670411370698022913,818,1877
670408998013820928,200,515
670403879788544000,141,397
670385711116361728,189,523
670374371102445568,248,699
670361874861563904,60,310
670338931251150849,101,400
670319130621435904,1121,3625
670303360680108032,120,406
670290420111441920,262,649
670093938074779648,304,955
670086499208155136,229,650
670079681849372674,1117,2055
670073503555706880,719,1452
670069087419133954,216,579
670061506722140161,304,702
670055038660800512,296,617
670046952931721218,159,599
670040295598354432,103,701
670037189829525505,253,553
670003130994700288,84,311
669993076832759809,75,300
669972011175813120,141,413
669970042633789440,50,284
669942763794931712,144,465
669926384437997569,88,352
669923323644657664,53,219
669753178989142016,367,744
669749430875258880,60,242
669684865554620416,82,473
669683899023405056,100,353
669682095984410625,124,329
669680153564442624,265,623
669661792646373376,391,752
669625907762618368,1658,3275
669603084620980224,334,889
669597912108789760,139,477
669583744538451968,851,1383
669573570759163904,127,404
669571471778410496,930,1476
669567591774625800,48,219
669564461267722241,110,363
669393256313184256,67,332
669375718304980992,664,1229
669371483794317312,162,455
669367896104181761,139,426
669363888236994561,209,581
669359674819481600,110,346
669354382627049472,1169,2502
669353438988365824,240,584
669351434509529089,166,402
669328503091937280,381,941
669327207240699904,112,534
669324657376567296,192,457
669216679721873412,369,1106
669214165781868544,148,402
669203728096960512,430,934
669037058363662336,284,608
669015743032369152,344,688
669006782128353280,222,539
669000397445533696,5812,19407
668994913074286592,206,408
668992363537309700,311,691
668989615043424256,303,622
668988183816871936,422,836
668986018524233728,149,511
668981893510119424,276,503
668979806671884288,317,737
668975677807423489,529,1210
668967877119254528,21,135
668960084974809088,224,655
668955713004314625,65,255
668932921458302977,52,238
668902994700836864,91,297
668892474547511297,135,371
668872652652679168,277,491
668852170888998912,147,423
668826086256599040,122,396
668815180734689280,236,517
668779399630725120,341,663
668655139528511488,202,487
668645506898350081,484,810
668643542311546881,472,810
668641109086707712,492,986
668636665813057536,453,963
668633411083464705,1458,2582
668631377374486528,293,657
668627278264475648,100,290
668625577880875008,118,352
668623201287675904,686,1310
668620235289837568,36,184
668614819948453888,294,575
668587383441514497,976,1553
668567822092664832,49,220
668544745690562560,209,476
668542336805281792,193,423
668537837512433665,64,237
668528771708952576,204,430
668507509523615744,95,302
668496999348633600,120,380
668484198282485761,215,390
668480044826800133,130,422
668466899341221888,465,817
668297328638447616,273,580
668291999406125056,29,227
668286279830867968,125,470
668274247790391296,212,764
668268907921326080,213,511
668256321989451776,544,1202
668248472370458624,430,883
668237644992782336,2582,5721
668226093875376128,92,270
668221241640230912,180,474
668204964695683073,182,518
668190681446379520,183,603
668171859951755264,173,451
668154635664932864,286,463
668142349051129856,257,538
668113020489474048,217,620
667937095915278337,730,1155
667924896115245057,97,275
667915453470232577,51,196
667911425562669056,264,453
667902449697558528,350,800
667886921285246976,977,1728
667885044254572545,427,767
667878741721415682,107,370
667873844930215936,369,579
667866724293877760,944,2820
667861340749471744,74,229
667832474953625600,57,269
667806454573760512,448,977
667801013445750784,87,301
667793409583771648,304,644
667782464991965184,225,383
667773195014021121,47,216
667766675769573376,200,404
667728196545200128,140,349
667724302356258817,288,444
667550904950915073,30,0
667550882905632768,26,0
667549055577362432,2058,5324
667546741521195010,115,316
667544320556335104,485,792
667538891197542400,60,190
667534815156183040,481,757
667530908589760512,218,432
667524857454854144,1025,1569
667517642048163840,176,343
667509364010450944,1943,6314
667502640335572993,201,505
667495797102141441,244,485
667491009379606528,206,481
667470559035432960,88,233
667455448082227200,56,178
667453023279554560,80,291
667443425659232256,528,716
667437278097252352,214,416
667435689202614272,79,285
